Total Return,Ann. Return,Ann. Vol,Sharpe Ratio,Max Drawdown,Hit Ratio,Benchmark Ann,Excess Return,Info Ratio,Calmar Ratio,N Months,Sectors
7.35835183734617,0.08864134945219249,0.12014352156272691,0.7377954990766011,-0.37986454672328257,0.6233333333333333,0.05403881440932978,4.630873778264494,38.54451507688424,0.2333498880503962,300,"Consumer_Staples, Health_Care, Utilities, Consumer_Discretionary"
7.524096343831779,0.089496737247166,0.12370096465271994,0.723492638060023,-0.3784883995658813,0.63,0.05403881440932978,4.796618284750103,38.77591656796053,0.23645833623914758,300,"Technology, Consumer_Staples, Health_Care, Utilities"
9.82946617369686,0.09997871622887522,0.14105270608764467,0.7088039570595146,-0.43085399462431795,0.6266666666666667,0.05403881440932978,7.1019881146151835,50.34988914145528,0.23204778759461522,300,"Technology, Health_Care, Utilities, Consumer_Discretionary"
8.513846564115598,0.09429457379315664,0.13595201848230082,0.6935871555701291,-0.41295497414575816,0.6333333333333333,0.05403881440932978,5.786368505033922,42.56184328581507,0.2283410533756498,300,"Technology, Consumer_Staples, Utilities, Consumer_Discretionary"
8.417322544553752,0.0938483041051763,0.13738978870314014,0.6830806349659327,-0.4551564230071202,0.6466666666666666,0.05403881440932978,5.689844485472076,41.41388191349646,0.20618912391731356,300,"Industrials, Health_Care, Utilities, Consumer_Discretionary"
9.030765274409553,0.09661293109191016,0.14166341751497638,0.6819892727894725,-0.40724932785993345,0.6266666666666667,0.05403881440932978,6.303287215327877,44.494812605106794,0.23723288040671378,300,"Technology, Consumer_Staples, Health_Care, Consumer_Discretionary"
6.345994841873992,0.08303383538744868,0.12253553833793208,0.6776306409856017,-0.3964614201038902,0.6433333333333333,0.05403881440932978,3.6185167827923164,29.53034549710032,0.20943736559711207,300,"Industrials, Consumer_Staples, Health_Care, Utilities"
8.360203392913158,0.09358214645100293,0.13890379330483452,0.6737191564353472,-0.4447323863035408,0.6466666666666666,0.05403881440932978,5.632725333831482,40.55127077393816,0.21042350261204235,300,"Materials, Health_Care, Utilities, Consumer_Discretionary"
8.596636603183809,0.09467389631577516,0.14071288430659867,0.6728161161808796,-0.44784876500446863,0.65,0.05403881440932978,5.869158544102133,41.71017155269058,0.21139702442816943,300,"Industrials, Technology, Health_Care, Utilities"
6.30333184707416,0.08278153592632931,0.12414193832931142,0.6668297357073213,-0.38513444439825667,0.6266666666666667,0.05403881440932978,3.5758537879924845,28.80455900814771,0.21494191737555227,300,"Materials, Consumer_Staples, Health_Care, Utilities"
8.55300207513791,0.09447436750382376,0.141797372836152,0.6662631726822587,-0.44069757676562554,0.66,0.05403881440932978,5.825524016056233,41.083441107104804,0.21437460173298772,300,"Materials, Technology, Health_Care, Utilities"
8.237682972374394,0.09300593998070372,0.13975429222686322,0.6654961253692812,-0.41666708772016653,0.6533333333333333,0.05403881440932978,5.510204913292718,39.42780450956024,0.22321403038957202,300,"Energy, Health_Care, Utilities, Consumer_Discretionary"
7.244362798193077,0.08804356259732438,0.13324640680302938,0.6607574996560635,-0.4351250918566845,0.6366666666666667,0.05403881440932978,4.516884739111401,33.89873578946452,0.2023408078390546,300,"Industrials, Consumer_Staples, Utilities, Consumer_Discretionary"
8.414675630640218,0.09383600458811103,0.14309387541723867,0.6557653450540799,-0.4134235832505691,0.6366666666666667,0.05403881440932978,5.687197571558542,39.744521245060916,0.22697303296130208,300,"Energy, Technology, Health_Care, Utilities"
7.416477032288492,0.08894316601604935,0.13611650342751166,0.6534341081088356,-0.43063452088028786,0.65,0.05403881440932978,4.688998973206816,34.448423630746035,0.20653979582090834,300,"Industrials, Technology, Consumer_Staples, Utilities"
7.2031257305425545,0.08782534899940764,0.1344367306546295,0.653283879872329,-0.42714950360540266,0.64,0.05403881440932978,4.475647671460878,33.291851487811776,0.20560798563057678,300,"Materials, Consumer_Staples, Utilities, Consumer_Discretionary"
7.70703141073105,0.0904225005210697,0.13853749321312783,0.6526933498209224,-0.43228643632195163,0.6466666666666666,0.05403881440932978,4.979553351649374,35.943723508759945,0.20917265249036457,300,"Industrials, Consumer_Staples, Health_Care, Consumer_Discretionary"
7.387214346377515,0.08879146975473518,0.13687366988319036,0.6487111058723777,-0.4231438030158897,0.6366666666666667,0.05403881440932978,4.659736287295839,34.04406626396818,0.20983757559933097,300,"Materials, Technology, Consumer_Staples, Utilities"
7.89107553413354,0.09133522211230805,0.14125224097479078,0.6466107828236765,-0.42458709567285313,0.6466666666666666,0.05403881440932978,5.163597475051864,36.555862331227786,0.21511539809651298,300,"Industrials, Technology, Consumer_Staples, Health_Care"
7.6617853510662055,0.09019527816896522,0.13980776228229633,0.6451378428248152,-0.4216283057895347,0.63,0.05403881440932978,4.934307291984529,35.293514547649366,0.21392130682513577,300,"Materials, Consumer_Staples, Health_Care, Consumer_Discretionary"
7.585429601065808,0.08980922867553809,0.13950725284877907,0.6437602837243747,-0.3912925950753738,0.65,0.05403881440932978,4.857951541984132,34.8222149227609,0.2295193668519036,300,"Energy, Consumer_Staples, Health_Care, Consumer_Discretionary"
6.160181636244713,0.08192451531195455,0.12728868246684127,0.6436119356746104,-0.36299581225428057,0.65,0.05403881440932978,3.432703577163037,26.967861640466403,0.2256899736754152,300,"Energy, Consumer_Staples, Health_Care, Utilities"
7.080618802703711,0.0871708137564513,0.13580028569351626,0.6419044946133957,-0.40204077850321096,0.64,0.05403881440932978,4.353140743622035,32.05546086586675,0.21682082618829449,300,"Energy, Consumer_Staples, Utilities, Consumer_Discretionary"
7.858494151160512,0.09117497196207691,0.14210502569501116,0.6416027266886295,-0.4166963290173807,0.6466666666666666,0.05403881440932978,5.131016092078836,36.10721061400835,0.21880435610526808,300,"Materials, Technology, Consumer_Staples, Health_Care"
7.7677656713481475,0.09072572797914558,0.14227531538583954,0.6376772227361049,-0.3871470471954463,0.6433333333333333,0.05403881440932978,5.0402876122664715,35.426297236436305,0.23434436252678906,300,"Energy, Technology, Consumer_Staples, Health_Care"
